name,human_warm,human_competent,study,n_raters,model_warmth,model_competence,callback_margin
carolyn,75.33333333333333,64.66666666666667,neumark,3,26686.888671875,25674.59375,1.0
carrie,61.97394136807818,61.45928338762215,bertrand,307,26846.552734375,25861.91015625,1.0
carrie johnson,63.07843137254902,63.23529411764706,jacquemet,51,26556.662109375,25579.443359375,0.75
carrie martin,71.08333333333333,67.25,oreopoulos,12,26518.3359375,25514.607421875,0.75
chad,53.396039603960396,56.10891089108911,flake_leasure,202,26963.0234375,26016.677734375,1.75
chales,47.666666666666664,53.333333333333336,neumark,3,25006.326171875,24097.580078125,1.75
charles,59.0,80.5,neumark,2,26412.935546875,25442.904296875,1.25
chaudhry mohammad,42.125,59.125,oreopoulos,8,25613.888671875,24676.431640625,1.0
chloe,38.5,31.0,neumark,2,26802.2109375,25797.48828125,0.75
christina,71.0,69.0,neumark,1,26550.634765625,25571.611328125,0.875
chritine,46.5,25.5,neumark,2,25273.150390625,24351.029296875,0.875
chrostopher,42.0,65.0,neumark,2,24594.845703125,23678.56640625,0.875
claire kruger,49.97,65.54,nunley,100,26667.466796875,25653.376953125,1.125
cody baker,53.58,61.5,nunley,100,26516.77734375,25500.177734375,1.125
courtney,36.5,83.0,neumark,2,26539.56640625,25565.798828125,0.625
cynthia,50.5,60.25,neumark,4,26788.841796875,25803.525390625,0.875
daniel,55.0,65.5,neumark,2,26598.169921875,25619.212890625,1.75
danielle,75.0,58.0,neumark,2,26588.177734375,25623.333984375,1.0
darius jackson,49.46296296296296,55.851851851851855,gorzig,54,26151.5078125,25163.427734375,1.75
darnell,49.95454545454545,52.672077922077925,bertrand,308,25351.796875,24458.6015625,2.5
david,56.0,63.0,neumark,1,26549.521484375,25559.716796875,1.125
david schmitt,52.80555555555556,69.47222222222223,widner,36,26330.447265625,25344.546875,1.75
dawn,74.0,51.5,neumark,2,26798.330078125,25791.56640625,1.75
deandre washington,44.25,47.2,nunley,100,25272.30859375,24323.962890625,1.75
deborah,42.5,59.5,neumark,2,26724.259765625,25731.4921875,1.25
debra,46.0,53.5,neumark,4,26732.404296875,25725.087890625,1.25
dennis,37.5,38.0,neumark,2,26545.259765625,25548.732421875,2.25
deshawn jefferson,45.4,45.85,nunley,100,25591.07421875,24655.515625,1.5
diane,50.0,65.0,neumark,1,26732.99609375,25731.099609375,0.875
donald,12.0,40.0,neumark,1,26606.126953125,25623.3671875,0.5
dong liu,50.22222222222222,63.22222222222222,oreopoulos,18,26377.654296875,25392.169921875,0.25
donna,57.883495145631066,59.699029126213595,farber,103,26724.708984375,25732.6953125,0.5
donnell,50.396039603960396,48.42574257425743,flake_leasure,202,26004.02734375,25046.6953125,2.0
dorothy,70.0,72.0,neumark,1,27041.755859375,26042.1953125,0.375
dziella lousaper,49.72649572649573,52.82051282051282,jacquemet,117,24042.072265625,23151.09375,1.0
ebony,51.80065359477124,49.669934640522875,bertrand,306,26656.548828125,25705.03515625,1.75
ebony booker,49.16,49.73,nunley,100,26711.857421875,25700.56640625,1.25
ebony williams,61.76470588235294,60.88235294117647,jacquemet,51,26893.990234375,25874.9375,1.375
edona sanastroug,40.53191489361702,45.702127659574465,jacquemet,47,24418.07421875,23480.255859375,0.5
edona sanatroug,58.22222222222222,65.47619047619048,jacquemet,63,24562.9609375,23604.810546875,0.625
edward,57.666666666666664,73.33333333333333,neumark,3,26582.16796875,25608.619140625,0.75
emily,66.26384364820846,64.90228013029316,bertrand,307,26921.6484375,25904.791015625,1.0
emily brown,76.28571428571429,70.42857142857143,oreopoulos,14,26970.58984375,25903.3046875,1.0
emma,77.66666666666667,68.33333333333333,neumark,3,26751.0625,25733.908203125,0.625
eric wang,52.46153846153846,80.3076923076923,oreopoulos,13,26789.84765625,25755.001953125,1.5
erin,64.1980198019802,63.0,flake_leasure,202,26559.228515625,25561.53125,0.875
ethan,30.333333333333332,68.0,neumark,3,26740.826171875,25752.904296875,1.75
fang wang,53.5,62.25,oreopoulos,12,26709.95703125,25682.75390625,0.5
fathia hassan,44.67307692307692,43.42307692307692,gorzig,52,25324.263671875,24397.52734375,1.25
fatima sheikh,53.666666666666664,42.888888888888886,oreopoulos,9,26780.349609375,25764.0703125,1.75
frank,37.166666666666664,51.333333333333336,neumark,6,26798.06640625,25804.322265625,1.375
gadarine besnik,49.26086956521739,57.02608695652174,jacquemet,115,24621.44140625,23695.208984375,0.625
geoffrey,53.003246753246756,63.22402597402598,bertrand,308,26799.240234375,25790.03125,0.625
george,50.0,54.0,neumark,1,26788.91796875,25777.974609375,0.5
greg,58.03583061889251,63.557003257328994,bertrand,307,26737.92578125,25736.716796875,1.375
greg johnson,70.71428571428571,78.42857142857143,oreopoulos,14,27017.869140625,25979.19921875,1.0
hakim,45.57516339869281,50.95424836601307,bertrand,306,26560.333984375,25570.26953125,2.0
hannah,76.0,72.0,neumark,2,26734.55078125,25731.0703125,1.25
hassan khan,45.22222222222222,55.333333333333336,oreopoulos,9,26899.041015625,25867.525390625,1.375
heather,62.20065789473684,58.67763157894737,farber,304,26788.6953125,25790.78515625,0.75
hina chaudhry,48.666666666666664,56.22222222222222,oreopoulos,9,24994.380859375,24060.296875,0.875
imani williams,55.170731707317074,51.09756097560975,gorzig,41,27033.921875,25999.921875,1.5
isabella,55.5,59.5,neumark,2,27037.650390625,26039.9296875,1.25
jack li,51.1875,73.5,oreopoulos,16,26660.61328125,25629.599609375,0.875
jacob,59.27450980392157,64.61274509803921,flake_leasure,204,26544.73046875,25555.666015625,1.375
jacob myers,54.61702127659574,66.70212765957447,gorzig,47,26319.59375,25328.904296875,1.5
jake kelly,51.22,63.91,nunley,100,26889.5390625,25845.759765625,1.25
jalen harris,56.093023255813954,55.372093023255815,gorzig,43,25884.98046875,24948.435546875,1.75
jamal,48.56535947712418,50.31372549019608,bertrand,306,26928.595703125,25923.02734375,1.875
james liu,60.111111111111114,73.16666666666667,oreopoulos,18,26899.287109375,25864.337890625,1.25
james yoder,64.37209302325581,73.5813953488372,widner,43,25863.05078125,24860.330078125,1.0
janet,75.0,73.0,neumark,1,26734.66796875,25734.095703125,0.875
janice,48.08,57.77,farber,100,26726.78515625,25734.005859375,1.125
jasmine washington,64.27619047619048,62.63809523809524,jacquemet,105,26991.505859375,25910.099609375,1.125
jason,58.416666666666664,66.18137254901961,flake_leasure,204,26791.0078125,25797.02734375,1.125
jay,56.039087947882734,60.045901639344265,bertrand,307,26553.90625,25562.953125,1.625
jeffrey,46.0,26.0,neumark,1,26778.455078125,25785.90234375,1.125
jennifer,64.44262295081967,60.295081967213115,farber,305,26735.33984375,25723.455078125,0.875
jennifer li,52.38461538461539,65.46153846153847,oreopoulos,13,26591.42578125,25560.673828125,1.0
jeremy,58.198019801980195,63.0,flake_leasure,202,26536.509765625,25551.671875,1.125
jermaine,49.74918566775244,51.16938110749186,bertrand,307,26189.666015625,25212.0,1.625
jerry,57.5,42.5,neumark,2,26835.86328125,25859.75390625,1.0
jill,60.932038834951456,60.8252427184466,bertrand,309,26789.052734375,25793.2578125,1.375
jill wilson,61.93333333333333,69.93333333333334,oreopoulos,15,26967.44140625,25914.58984375,1.125
jilue,52.5,46.0,neumark,2,25015.0390625,24113.71484375,1.625
joan,53.48514851485149,62.75247524752475,farber,101,26728.98046875,25742.421875,0.875
john,44.0,28.0,neumark,1,26872.484375,25848.07421875,1.0
john martin,63.833333333333336,80.25,oreopoulos,12,26835.70703125,25800.337890625,0.75
john mueller,55.275,71.65,widner,40,26461.123046875,25456.318359375,0.625
jonathan,63.5,54.5,neumark,4,26543.755859375,25564.998046875,1.375
jonathon,67.0,65.0,neumark,1,26375.314453125,25415.83984375,1.625
joseph,42.5,37.5,neumark,2,26421.841796875,25444.63671875,1.25
joshua,62.689655172413794,66.54187192118226,flake_leasure,203,26510.822265625,25498.35546875,1.25
joyce,54.0,65.0,neumark,1,26731.455078125,25737.599609375,1.625
judith,25.0,65.0,neumark,1,26543.546875,25565.357421875,0.875
judy,24.0,16.0,neumark,1,26779.125,25799.685546875,0.625
julie,68.24630541871922,62.12807881773399,flake_leasure,203,26978.9453125,25973.50390625,0.875
justin,61.204878048780486,63.31707317073171,flake_leasure,205,26547.953125,25554.77734375,0.875
kareem,49.09120521172638,52.188925081433226,bertrand,307,26218.775390625,25279.376953125,2.25
karen,40.0,35.0,neumark,1,27131.041015625,26212.49609375,1.125
kayla,86.0,84.0,neumark,1,26555.21875,25554.90234375,1.875
keisha,51.36363636363637,48.57142857142857,bertrand,308,25881.78125,24936.0390625,1.5
kenneth,68.75,56.5,neumark,4,26549.83203125,25561.771484375,1.0
kenya,54.571895424836605,53.05555555555556,bertrand,306,26467.240234375,25530.537109375,1.125
kevin,61.0,21.0,neumark,1,26776.158203125,25781.98828125,1.125
khalid bahdoon,33.148936170212764,40.851063829787236,gorzig,47,25445.83984375,24464.21875,1.125
kimberely,49.333333333333336,62.0,neumark,3,26150.306640625,25169.7421875,1.375
kimberley,60.0,60.0,neumark,1,26564.779296875,25557.2578125,0.625
kimberly,40.0,38.0,neumark,1,26735.650390625,25734.736328125,0.875
kristen,63.251633986928105,61.87581699346405,bertrand,306,26791.607421875,25815.080078125,1.25
kristen smith,69.78846153846153,65.78846153846153,jacquemet,52,26941.734375,25930.28125,1.0
kyle,58.5,58.5,neumark,2,26729.171875,25735.212890625,1.625
kyler,82.0,33.0,neumark,2,25617.21484375,24689.572265625,2.0
lakeisha,44.53465346534654,40.31683168316832,flake_leasure,202,26300.037109375,25345.15625,2.25
lakesha,45.71287128712871,42.12,flake_leasure,202,26122.607421875,25167.921875,2.5
lakisha,49.077922077922075,46.756493506493506,bertrand,308,25962.005859375,25043.955078125,1.875
lakisha jones,49.88,45.32,jacquemet,50,26069.08984375,25095.01953125,1.875
lamar,46.51,47.45,flake_leasure,200,26631.6015625,25683.919921875,1.875
lamont,46.45544554455446,48.06930693069307,flake_leasure,202,26546.875,25575.9453125,1.625
larry,50.0,63.5,neumark,2,26909.609375,25907.064453125,0.375
lashonda,46.12871287128713,42.91089108910891,flake_leasure,202,25983.03515625,25035.693359375,1.75
latasha,46.118811881188115,42.257425742574256,flake_leasure,202,25786.931640625,24847.603515625,1.375
latisha,44.584158415841586,42.68,flake_leasure,202,25664.673828125,24730.54296875,1.625
latonya,50.06818181818182,46.77922077922078,bertrand,308,25842.24609375,24919.923828125,1.875
latoya,50.02287581699346,49.509803921568626,bertrand,306,25842.439453125,24916.32421875,1.0
latoya brown,58.2,55.2,jacquemet,40,26131.09765625,25152.568359375,1.0
lauren,62.80392156862745,60.38235294117647,farber,102,26778.484375,25800.103515625,0.75
laurie,62.87908496732026,61.77124183006536,bertrand,306,26780.54296875,25797.619140625,0.875
laurie anderson,68.0,69.22,jacquemet,50,26630.783203125,25632.21484375,1.625
lawanda,45.06930693069307,40.475247524752476,flake_leasure,202,25746.076171875,24797.15234375,2.125
lei li,64.66666666666667,76.88888888888889,oreopoulos,18,26152.154296875,25179.263671875,1.25
leroy,51.60655737704918,53.50491803278688,bertrand,305,26791.60546875,25804.869140625,0.625
linda,55.10679611650485,64.03883495145631,farber,103,26861.587890625,25836.052734375,0.625
lisa,54.0,53.666666666666664,neumark,3,26915.935546875,25901.94921875,1.375
lori,63.417910447761194,59.48756218905473,flake_leasure,201,26721.87890625,25744.58203125,1.375
lucas peterson,59.8,73.25,gorzig,60,26703.08984375,25692.978515625,1.375
lukas minsopoulos,58.8,67.4,oreopoulos,10,25021.361328125,24062.890625,1.0
mack,61.5,61.0,neumark,2,26392.658203125,25394.20703125,1.75
mamuud irshad,36.14545454545455,46.70909090909091,widner,55,24545.65234375,23631.7265625,1.0
margaret,45.0,78.0,neumark,1,26927.9609375,25910.6171875,1.0
mark,67.0,73.0,neumark,2,26742.17578125,25734.0625,1.125
marquis,47.32673267326733,46.7029702970297,flake_leasure,202,26170.869140625,25207.140625,2.125
mary,66.05940594059406,63.663366336633665,farber,101,26986.31640625,25973.552734375,0.625
matthew,59.8051948051948,67.13311688311688,bertrand,308,26797.193359375,25792.390625,1.5
matthew wilson,69.42857142857143,74.57142857142857,oreopoulos,14,26833.94140625,25796.326171875,1.125
maurice,52.0,52.68316831683168,flake_leasure,202,26553.962890625,25559.46484375,1.875
may,46.0,56.5,neumark,2,26038.349609375,25084.38671875,1.5
maya kumar,65.9,71.9,oreopoulos,10,26844.6640625,25805.388671875,1.625
megan,55.0,71.0,neumark,1,26730.833984375,25727.755859375,0.75
melissa,87.5,76.5,neumark,2,26779.23046875,25791.466796875,0.75
meredith,63.19607843137255,63.254901960784316,bertrand,306,26983.046875,25992.62890625,1.75
meredith miller,64.31372549019608,67.19607843137256,jacquemet,51,27135.283203125,26120.279296875,1.375
michael schwartz,51.76086956521739,77.34782608695652,widner,46,26694.009765625,25689.802734375,1.25
michael smith,76.75,79.625,oreopoulos,8,26964.263671875,25892.453125,1.0
michell,15.0,55.0,neumark,1,25514.49609375,24565.990234375,0.75
michelle,37.5,35.0,neumark,2,26749.478515625,25735.71484375,1.125
michelle wang,47.5,67.5,oreopoulos,4,26795.84375,25748.712890625,1.25
min liu,56.75,64.375,oreopoulos,8,26395.537109375,25406.0234375,0.125
misty,60.59405940594059,50.663366336633665,flake_leasure,202,26839.615234375,25849.82421875,1.25
monica liu,62.57142857142857,68.71428571428571,oreopoulos,14,26589.16796875,25569.541015625,1.0
na li,46.55555555555556,51.666666666666664,oreopoulos,9,25894.115234375,24937.97265625,0.375
nancy,35.0,40.0,neumark,1,26917.525390625,25921.376953125,0.5
natalie,61.0,49.0,neumark,1,26744.15234375,25738.4375,0.25
nathan,61.92537313432836,67.57711442786069,flake_leasure,201,26687.162109375,25682.73828125,1.625
neil,55.86601307189542,65.47368421052632,bertrand,306,26740.310546875,25746.142578125,1.25
nia jackson,59.58620689655172,57.06896551724138,gorzig,58,26919.68359375,25872.55859375,1.375
nicole minsopoulos,62.357142857142854,64.57142857142857,oreopoulos,14,25179.87109375,24213.2421875,0.25
pamela,29.333333333333332,42.0,neumark,3,26540.27734375,25554.23046875,1.25
panav singh,42.388888888888886,62.5,oreopoulos,18,25870.69921875,24915.634765625,1.25
patrice,55.89108910891089,52.26732673267327,flake_leasure,202,26778.630859375,25798.986328125,1.375
patricia,36.0,46.0,neumark,2,26720.697265625,25732.3515625,1.125
paul,75.0,74.0,neumark,1,26616.98046875,25622.458984375,1.25
phillips,20.0,17.0,neumark,1,26280.560546875,25341.720703125,2.125
priyanka kaur,52.77777777777778,61.888888888888886,oreopoulos,9,26227.71484375,25230.39453125,0.5
qahhar kazim,30.65,45.175,widner,40,25238.212890625,24306.525390625,1.375
rabab saeed,38.2,54.6,oreopoulos,10,25574.205078125,24612.75390625,1.0
rachel,65.0,60.0,neumark,1,26743.072265625,25750.107421875,1.25
rahul kaur,47.30769230769231,60.61538461538461,oreopoulos,13,26223.203125,25230.05078125,1.5
rasheed,46.14657980456026,52.09771986970684,bertrand,307,25940.927734375,25001.171875,2.0
rebecca,64.29850746268657,60.681592039801,flake_leasure,201,26800.908203125,25809.24609375,1.0
reginald,50.663366336633665,64.0,flake_leasure,202,26766.900390625,25785.451171875,1.125
richard,6.0,4.0,neumark,1,26721.861328125,25729.033203125,1.375
robert,72.0,61.5,neumark,4,26598.2421875,25621.150390625,-0.125
robert krueger,46.63414634146341,69.73170731707317,widner,41,26455.5625,25455.986328125,0.375
roderick,48.881188118811885,55.415841584158414,flake_leasure,202,25880.966796875,24939.4921875,1.75
rose,71.58,62.75,farber,100,26804.93359375,25804.6953125,1.375
ryan,63.333333333333336,66.66666666666667,neumark,3,26783.734375,25790.671875,1.375
samantha,47.0,51.0,neumark,1,26792.328125,25786.677734375,0.875
samir sharma,48.23076923076923,65.07692307692308,oreopoulos,13,26675.048828125,25637.990234375,1.0
sana khan,62.642857142857146,68.57142857142857,oreopoulos,14,26066.3671875,25118.158203125,1.5
sandra,80.0,90.0,neumark,1,26739.62890625,25745.498046875,1.25
sarah,64.34868421052632,65.13486842105263,bertrand,304,26983.73046875,25967.49609375,0.875
sarah davis,66.27083333333333,62.979166666666664,jacquemet,48,27348.05859375,26263.5625,1.375
scott,60.49009900990099,66.33168316831683,flake_leasure,202,26729.66015625,25731.931640625,1.375
shakir imtiaz,39.34782608695652,43.08695652173913,widner,46,24889.46875,23939.126953125,1.125
shannon,53.19,57.03,farber,100,26556.923828125,25575.66796875,1.25
sharon,39.0,45.0,neumark,1,26697.0078125,25676.8671875,1.375
shirley,69.0,48.5,neumark,2,26786.115234375,25800.3046875,1.0
shreya sharma,56.42857142857143,62.785714285714285,oreopoulos,14,25927.1484375,24939.72265625,1.125
sofiko kushtrim,52.027027027027025,57.846846846846844,jacquemet,111,24993.0078125,24061.365234375,1.125
steohen,34.0,52.75,neumark,4,25442.322265625,24477.8515625,0.875
stephanie,91.0,76.0,neumark,1,26778.759765625,25786.6015625,1.125
stephen,55.0,91.0,neumark,1,26661.56640625,25682.298828125,1.5
steven,49.5,44.0,neumark,2,26780.52734375,25773.15234375,1.5
susan,58.838815789473685,60.625,farber,304,26973.09765625,25973.54296875,0.875
tameka,44.49,43.46,flake_leasure,200,25328.916015625,24419.896484375,1.75
tamika,50.20779220779221,48.745098039215684,bertrand,308,25813.1484375,24874.755859375,1.875
tammy,50.5,70.5,neumark,2,26723.5625,25730.2890625,1.125
tanisha,50.299674267100976,48.43322475570032,bertrand,307,25501.15234375,24575.83203125,1.125
tanisha white,54.35294117647059,49.411764705882355,jacquemet,51,25585.6328125,24634.71484375,1.25
tao wang,44.81818181818182,73.27272727272727,oreopoulos,11,26662.46484375,25620.609375,1.0
tara singh,64.77777777777777,68.11111111111111,oreopoulos,9,26516.126953125,25524.5859375,1.0
tawanda,42.663366336633665,40.7029702970297,flake_leasure,202,25453.72265625,24514.24609375,1.875
teresa,49.0,45.0,neumark,1,26605.982421875,25626.322265625,1.125
terrance,50.23762376237624,52.56435643564357,flake_leasure,202,25800.58203125,24855.298828125,1.625
terrell,47.37623762376238,46.42574257425743,flake_leasure,202,26267.61328125,25340.962890625,2.25
thomas,74.0,82.0,neumark,1,26551.724609375,25552.02734375,1.625
timothy,42.0,41.666666666666664,neumark,3,26598.884765625,25607.146484375,0.625
timoty,40.0,33.0,neumark,1,25948.322265625,24960.20703125,1.125
todd,54.69055374592834,59.98371335504886,bertrand,307,26535.998046875,25556.064453125,1.25
tomeka,43.198019801980195,40.603960396039604,flake_leasure,202,25830.384765625,24869.177734375,1.5
tracy,41.0,45.5,neumark,4,26735.41015625,25745.548828125,0.625
tremayne,46.33876221498371,45.28664495114006,bertrand,307,25708.5,24736.841796875,1.625
tyler,54.0,55.333333333333336,neumark,3,26729.396484375,25731.509765625,1.375
tyrone,45.87012987012987,48.29545454545455,bertrand,308,26777.13671875,25801.083984375,1.5
victoria,70.0,60.0,neumark,1,26787.783203125,25795.291015625,1.125
vivian zhang,64.16666666666667,74.33333333333333,oreopoulos,6,26784.7265625,25758.01171875,1.5
wiliam,71.66666666666667,73.66666666666667,neumark,3,25117.5078125,24204.673828125,1.125
william,49.333333333333336,47.0,neumark,3,26597.26953125,25616.47265625,1.25
william novak,56.1875,77.58333333333333,widner,48,26257.27734375,25267.2109375,0.75
xavier washington,54.02040816326531,59.285714285714285,gorzig,49,26656.85546875,25629.029296875,1.25
xiuying zhang,53.92857142857143,75.5,oreopoulos,14,25770.5859375,24828.37890625,0.875
yong zhang,36.44444444444444,63.666666666666664,oreopoulos,9,26335.587890625,25340.697265625,1.0
zachary,55.75,54.5,neumark,4,26552.849609375,25555.212890625,1.625
